geo	year	lifeExp	gdpPercap
EU27_2007	1962	NA	NA
EU27_2007	1961	NA	NA
EU27_2007	1960	NA	NA
EU27_2020	2018	NA	27620
EU27_2020	2017	80.2	27080
EU27_2020	2016	80.2	26410
EU27_2020	2015	79.8	25930
EU27_2020	2014	80.1	25390
EU27_2020	2013	79.8	25030
EU27_2020	2012	79.5	25080
EU27_2020	2011	79.4	25320
EU27_2020	2010	79.2	24900
EU27_2020	2009	78.9	24400
EU27_2020	2008	78.6	25580
EU27_2020	2007	78.4	25500
EU27_2020	2006	78.2	24810
EU27_2020	2005	77.8	24060
EU27_2020	2004	77.7	23710
EU27_2020	2003	77.1	23200
EU27_2020	2002	77.1	23090
EU27_2020	2001	NA	22900
EU27_2020	2000	NA	22460
EU27_2020	1999	NA	NA
EU27_2020	1998	NA	NA
EU27_2020	1997	NA	NA
EU27_2020	1996	NA	NA
EU27_2020	1995	NA	NA
EU27_2020	1994	NA	NA
EU27_2020	1993	NA	NA
EU27_2020	1992	NA	NA
EU27_2020	1991	NA	NA
EU27_2020	1990	NA	NA
EU27_2020	1989	NA	NA
EU27_2020	1988	NA	NA
EU27_2020	1987	NA	NA
EU27_2020	1986	NA	NA
EU27_2020	1985	NA	NA
EU27_2020	1984	NA	NA
EU27_2020	1983	NA	NA
EU27_2020	1982	NA	NA
EU27_2020	1981	NA	NA
EU27_2020	1980	NA	NA
EU27_2020	1979	NA	NA
EU27_2020	1978	NA	NA
EU27_2020	1977	NA	NA
EU27_2020	1976	NA	NA
EU27_2020	1975	NA	NA
EU27_2020	1974	NA	NA
EU27_2020	1973	NA	NA
EU27_2020	1972	NA	NA
EU27_2020	1971	NA	NA
EU27_2020	1970	NA	NA
EU27_2020	1969	NA	NA
EU27_2020	1968	NA	NA
EU27_2020	1967	NA	NA
EU27_2020	1966	NA	NA
EU27_2020	1965	NA	NA
EU27_2020	1964	NA	NA
EU27_2020	1963	NA	NA
EU27_2020	1962	NA	NA
EU27_2020	1961	NA	NA
EU27_2020	1960	NA	NA
EU28	2018	NA	28280
EU28	2017	80.2	27780
EU28	2016	80.3	27140
EU28	2015	79.9	26680
EU28	2014	80.2	26140
EU28	2013	79.8	25750
EU28	2012	79.6	25730
EU28	2011	79.6	25900
EU28	2010	79.3	25500
EU28	2009	79	25020
EU28	2008	78.7	26240
EU28	2007	78.5	26220
EU28	2006	78.3	25560
EU28	2005	77.9	24820
EU28	2004	77.8	24410
EU28	2003	77.2	23910
EU28	2002	77.1	23690
EU28	2001	NA	23440
EU28	2000	NA	22960
EU28	1999	NA	NA
EU28	1998	NA	NA
EU28	1997	NA	NA
EU28	1996	NA	NA
EU28	1995	NA	NA
EU28	1994	NA	NA
EU28	1993	NA	NA
EU28	1992	NA	NA
EU28	1991	NA	NA
EU28	1990	NA	NA
EU28	1989	NA	NA
EU28	1988	NA	NA
EU28	1987	NA	NA
EU28	1986	NA	NA
EU28	1985	NA	NA
EU28	1984	NA	NA
EU28	1983	NA	NA
EU28	1982	NA	NA
EU28	1981	NA	NA
EU28	1980	NA	NA
EU28	1979	NA	NA
EU28	1978	NA	NA
EU28	1977	NA	NA
EU28	1976	NA	NA
EU28	1975	NA	NA
EU28	1974	NA	NA
EU28	1973	NA	NA
EU28	1972	NA	NA
EU28	1971	NA	NA
EU28	1970	NA	NA
EU28	1969	NA	NA
EU28	1968	NA	NA
EU28	1967	NA	NA
EU28	1966	NA	NA
EU28	1965	NA	NA
EU28	1964	NA	NA
EU28	1963	NA	NA
EU28	1962	NA	NA
EU28	1961	NA	NA
EU28	1960	NA	NA
FI	2018	NA	36850
FI	2017	80.9	36310
FI	2016	80.6	35300
FI	2015	80.7	34460
FI	2014	80.5	34390
FI	2013	80.3	34660
FI	2012	79.9	35140
FI	2011	79.8	35810
FI	2010	79.4	35080
FI	2009	79.3	34150
FI	2008	79.1	37330
FI	2007	78.8	37210
FI	2006	78.8	35490
FI	2005	78.4	34250
FI	2004	78.2	33440
FI	2003	77.8	32250
FI	2002	77.6	31690
FI	2001	77.5	31230
FI	2000	77.1	30510
FI	1999	76.8	NA
FI	1998	76.7	NA
FI	1997	76.5	NA
FI	1996	76.3	NA
FI	1995	76	NA
FI	1994	76	NA
FI	1993	75.3	NA
FI	1992	75.1	NA
FI	1991	74.9	NA
FI	1990	74.5	NA
FI	1989	74.5	NA
FI	1988	74.3	NA
FI	1987	74.3	NA
FI	1986	74.3	NA
FI	1985	74	NA
FI	1984	74.3	NA
FI	1983	74	NA
FI	1982	74.1	NA
FI	1981	73.5	NA
FI	1980	73.3	NA
FI	1979	NA	NA
FI	1978	NA	NA
FI	1977	NA	NA
FI	1976	NA	NA
FI	1975	NA	NA
FI	1974	NA	NA
FI	1973	NA	NA
FI	1972	NA	NA
FI	1971	NA	NA
FI	1970	NA	NA
FI	1969	NA	NA
FI	1968	NA	NA
FI	1967	NA	NA
FI	1966	NA	NA
FI	1965	NA	NA
FI	1964	NA	NA
FI	1963	NA	NA
FI	1962	NA	NA
FI	1961	NA	NA
FI	1960	NA	NA
FR	2018	NA	32830
FR	2017	82	32370
FR	2016	82	31770
FR	2015	81.8	31540
FR	2014	82.2	31320
FR	2013	81.7	31170
FR	2012	81.4	31160
FR	2011	81.6	31210
FR	2010	81.1	30690
FR	2009	80.9	30250
FR	2008	80.7	31310
FR	2007	80.6	31400
FR	2006	80.3	30850
FR	2005	79.7	30320
FR	2004	79.7	30050
FR	2003	78.6	29440
FR	2002	78.7	29410
FR	2001	78.6	29290
FR	2000	78.5	28930
FR	1999	78.2	NA
FR	1998	78.1	NA
FR	1997	NA	NA
FR	1996	NA	NA
FR	1995	NA	NA
FR	1994	NA	NA
FR	1993	NA	NA
FR	1992	NA	NA
FR	1991	NA	NA
FR	1990	NA	NA
FR	1989	NA	NA
FR	1988	NA	NA
FR	1987	NA	NA
FR	1986	NA	NA
FR	1985	NA	NA
FR	1984	NA	NA
FR	1983	NA	NA
FR	1982	NA	NA
FR	1981	NA	NA
FR	1980	NA	NA
FR	1979	NA	NA
FR	1978	NA	NA
FR	1977	NA	NA
FR	1976	NA	NA
FR	1975	NA	NA
FR	1974	NA	NA
FR	1973	NA	NA
FR	1972	NA	NA
FR	1971	NA	NA
FR	1970	NA	NA
FR	1969	NA	NA
FR	1968	NA	NA
FR	1967	NA	NA
FR	1966	NA	NA
FR	1965	NA	NA
FR	1964	NA	NA
FR	1963	NA	NA
FR	1962	NA	NA
FR	1961	NA	NA
FR	1960	NA	NA
FX	2018	NA	NA
FX	2017	NA	NA
FX	2016	NA	NA
FX	2015	NA	NA
FX	2014	NA	NA
FX	2013	NA	NA
FX	2012	81.4	NA
FX	2011	81.6	NA
FX	2010	81.2	NA
FX	2009	80.9	NA
FX	2008	80.7	NA
FX	2007	80.6	NA
FX	2006	80.3	NA
FX	2005	79.7	NA
FX	2004	79.7	NA
FX	2003	78.7	NA
FX	2002	78.8	NA
FX	2001	78.7	NA
FX	2000	78.6	NA
FX	1999	78.3	NA
FX	1998	78.1	NA
FX	1997	78	NA
FX	1996	77.6	NA
FX	1995	77.4	NA
FX	1994	77.5	NA
FX	1993	77	NA
FX	1992	77	NA
FX	1991	76.8	NA
FX	1990	76.6	NA
FX	1989	76.3	NA
FX	1988	76.2	NA
FX	1987	75.9	NA
FX	1986	75.3	NA
FX	1985	NA	NA
FX	1984	NA	NA
FX	1983	NA	NA
FX	1982	NA	NA
FX	1981	NA	NA
FX	1980	NA	NA
FX	1979	NA	NA
FX	1978	NA	NA
FX	1977	NA	NA
FX	1976	NA	NA
FX	1975	NA	NA
FX	1974	NA	NA
FX	1973	NA	NA
FX	1972	NA	NA
FX	1971	NA	NA
FX	1970	NA	NA
FX	1969	NA	NA
FX	1968	NA	NA
FX	1967	NA	NA
FX	1966	NA	NA
FX	1965	NA	NA
FX	1964	NA	NA
FX	1963	NA	NA
FX	1962	NA	NA
FX	1961	NA	NA
FX	1960	NA	NA
GE	2018	NA	NA
GE	2017	73.2	NA
GE	2016	72.4	NA
GE	2015	72.7	NA
GE	2014	73.9	NA
GE	2013	NA	NA
GE	2012	NA	NA
GE	2011	74.3	NA
GE	2010	74.3	NA
GE	2009	73.5	NA
GE	2008	74.4	NA
GE	2007	75	NA
GE	2006	74.4	NA
GE	2005	NA	NA
GE	2004	NA	NA
GE	2003	NA	NA
GE	2002	NA	NA
GE	2001	NA	NA
GE	2000	NA	NA
GE	1999	NA	NA
GE	1998	NA	NA
GE	1997	NA	NA
GE	1996	NA	NA
GE	1995	NA	NA
GE	1994	NA	NA
GE	1993	NA	NA
GE	1992	NA	NA
GE	1991	NA	NA
GE	1990	NA	NA
GE	1989	NA	NA
GE	1988	NA	NA
GE	1987	NA	NA
GE	1986	NA	NA
GE	1985	NA	NA
GE	1984	NA	NA
GE	1983	NA	NA
GE	1982	NA	NA
GE	1981	NA	NA
GE	1980	NA	NA
GE	1979	NA	NA
GE	1978	NA	NA
GE	1977	NA	NA
GE	1976	NA	NA
GE	1975	NA	NA
GE	1974	NA	NA
GE	1973	NA	NA
GE	1972	NA	NA
GE	1971	NA	NA
GE	1970	NA	NA
GE	1969	NA	NA
GE	1968	NA	NA
GE	1967	NA	NA
GE	1966	NA	NA
GE	1965	NA	NA
GE	1964	NA	NA
GE	1963	NA	NA
GE	1962	NA	NA
GE	1961	NA	NA
GE	1960	NA	NA
HR	2018	NA	11990
HR	2017	77.3	11560
HR	2016	77.5	11100
HR	2015	76.8	10630
HR	2014	77.3	10310
HR	2013	77.1	10280
HR	2012	76.6	10300
HR	2011	76.5	10500
HR	2010	76.1	10500
HR	2009	75.7	10630
HR	2008	75.3	11470
HR	2007	75.2	11260
HR	2006	75.3	10700
HR	2005	74.7	10190
HR	2004	74.9	9780
HR	2003	74	9400
HR	2002	74.2	8890
HR	2001	74.1	8460
HR	2000	NA	8200
HR	1999	NA	NA
HR	1998	NA	NA
HR	1997	NA	NA
HR	1996	NA	NA
HR	1995	NA	NA
HR	1994	NA	NA
HR	1993	NA	NA
HR	1992	NA	NA
HR	1991	NA	NA
HR	1990	NA	NA
HR	1989	NA	NA
HR	1988	NA	NA
HR	1987	NA	NA
HR	1986	NA	NA
HR	1985	NA	NA
HR	1984	NA	NA
HR	1983	NA	NA
HR	1982	NA	NA
HR	1981	NA	NA
HR	1980	NA	NA
HR	1979	NA	NA
HR	1978	NA	NA
HR	1977	NA	NA
HR	1976	NA	NA
HR	1975	NA	NA
HR	1974	NA	NA
HR	1973	NA	NA
HR	1972	NA	NA
HR	1971	NA	NA
HR	1970	NA	NA
HR	1969	NA	NA
HR	1968	NA	NA
HR	1967	NA	NA
HR	1966	NA	NA
HR	1965	NA	NA
HR	1964	NA	NA
HR	1963	NA	NA
HR	1962	NA	NA
HR	1961	NA	NA
HR	1960	NA	NA
HU	2018	NA	12560
HU	2017	75.3	11930
HU	2016	75.5	11410
HU	2015	75	11130
HU	2014	75.3	10690
HU	2013	75.2	10230
HU	2012	74.6	10010
HU	2011	74.5	10110
HU	2010	74.1	9900
HU	2009	73.8	9810
HU	2008	73.6	10500
HU	2007	73	10370
HU	2006	72.9	10330
HU	2005	72.4	9910
HU	2004	72.5	9490
HU	2003	72.1	9040
HU	2002	72.1	8660
HU	2001	72.1	8240
HU	2000	71.5	7900
HU	1999	70.7	NA
HU	1998	70.7	NA
HU	1997	70.7	NA
HU	1996	70.4	NA
HU	1995	69.8	NA
HU	1994	69.4	NA
HU	1993	69.1	NA
HU	1992	69.1	NA
HU	1991	69.5	NA
HU	1990	69.4	NA
HU	1989	69.6	NA
HU	1988	70.3	NA
HU	1987	70	NA
HU	1986	69.6	NA
HU	1985	69.5	NA
HU	1984	69.5	NA
HU	1983	69.3	NA
HU	1982	69.8	NA
HU	1981	69.7	NA
HU	1980	69.7	NA
HU	1979	70.3	NA
HU	1978	70.1	NA
HU	1977	70.8	NA
HU	1976	70.7	NA
HU	1975	70.8	NA
HU	1974	71	NA
HU	1973	71.1	NA
HU	1972	71.2	NA
HU	1971	70.6	NA
HU	1970	70.8	NA
HU	1969	71	NA
HU	1968	70.9	NA
HU	1967	71.3	NA
HU	1966	71.8	NA
HU	1965	71	NA
HU	1964	71.4	NA
HU	1963	71.1	NA
HU	1962	70.2	NA
HU	1961	71.2	NA
HU	1960	70.4	NA
IE	2018	NA	57960
IE	2017	81.5	54240
IE	2016	81	50710
IE	2015	80.8	49470
IE	2014	80.7	39890
IE	2013	80.3	37010
IE	2012	80.2	36690
IE	2011	80.1	36760
IE	2010	80.1	36790
IE	2009	79.5	36300
IE	2008	79.5	38600
IE	2007	79	41300
IE	2006	78.6	40400
IE	2005	78.3	39470
IE	2004	78	38190
IE	2003	77.6	36420
IE	2002	77.1	35930
IE	2001	76.6	34520
IE	2000	76.1	33310
IE	1999	75.5	NA
IE	1998	75.7	NA
IE	1997	75.5	NA
IE	1996	75.3	NA
IE	1995	74.9	NA
IE	1994	75.2	NA
IE	1993	74.7	NA
IE	1992	74.9	NA
IE	1991	74.6	NA
IE	1990	74.4	NA
IE	1989	74	NA
IE	1988	74	NA
IE	1987	73.9	NA
IE	1986	73.2	NA
IE	1985	NA	NA
IE	1984	NA	NA
IE	1983	NA	NA
IE	1982	NA	NA
IE	1981	NA	NA
IE	1980	NA	NA
IE	1979	NA	NA
IE	1978	NA	NA
IE	1977	NA	NA
IE	1976	NA	NA
IE	1975	NA	NA
IE	1974	NA	NA
IE	1973	NA	NA
IE	1972	NA	NA
IE	1971	NA	NA
IE	1970	NA	NA
IE	1969	NA	NA
IE	1968	NA	NA
IE	1967	NA	NA
IE	1966	NA	NA
IE	1965	NA	NA
IE	1964	NA	NA
IE	1963	NA	NA
IE	1962	NA	NA
IE	1961	NA	NA
IE	1960	NA	NA
IS	2018	NA	38960
IS	2017	81.9	38540
IS	2016	81.3	37750
IS	2015	81.7	35890
IS	2014	82.1	34620
IS	2013	81.3	34290
IS	2012	82	33250
IS	2011	81.5	33000
IS	2010	81.1	32490
IS	2009	80.9	33520
IS	2008	80.8	35940
IS	2007	80.7	36140
IS	2006	80.3	33820
IS	2005	80.7	33040
IS	2004	80.3	31420
IS	2003	80.2	29420
IS	2002	79.8	28940
IS	2001	80	28990
IS	2000	79	28290
IS	1999	78.6	NA
IS	1998	78.9	NA
IS	1997	78.4	NA
IS	1996	78.1	NA
IS	1995	77.5	NA
IS	1994	78.6	NA
IS	1993	78.4	NA
IS	1992	78.2	NA
IS	1991	77.4	NA
IS	1990	77.5	NA
IS	1989	77.6	NA
IS	1988	76.6	NA
IS	1987	76.9	NA
IS	1986	77.4	NA
IS	1985	77	NA
IS	1984	77	NA
IS	1983	76.2	NA
IS	1982	76.6	NA
IS	1981	75.9	NA
IS	1980	76.4	NA
IS	1979	NA	NA
IS	1978	76.5	NA
IS	1977	76	NA
IS	1976	76.5	NA
IS	1975	75.5	NA
IS	1974	74.3	NA
IS	1973	74.1	NA
IS	1972	74.4	NA
IS	1971	73.5	NA
IS	1970	73.8	NA
IS	1969	73.6	NA
IS	1968	74	NA
IS	1967	73.7	NA
IS	1966	73.3	NA
IS	1965	73.9	NA
IS	1964	73.8	NA
IS	1963	73.3	NA
IS	1962	74	NA
IS	1961	73.9	NA
IS	1960	NA	NA
IT	2018	NA	26740
IT	2017	82.3	26490
IT	2016	82.6	26020
IT	2015	81.9	25640
IT	2014	82.5	25420
IT	2013	82.1	25480
IT	2012	81.6	26090
IT	2011	81.6	27020
IT	2010	81.5	26930
IT	2009	81.1	26590
IT	2008	80.9	28230
IT	2007	80.8	28730
IT	2006	80.7	28480
IT	2005	80.2	28090
IT	2004	80.2	28030
IT	2003	79.5	27850
IT	2002	79.7	27960
IT	2001	79.6	27950
IT	2000	79.3	27430
IT	1999	79	NA
IT	1998	78.5	NA
IT	1997	78.4	NA
IT	1996	78.1	NA
IT	1995	77.8	NA
IT	1994	77.5	NA
IT	1993	77.4	NA
IT	1992	77.2	NA
IT	1991	76.8	NA
IT	1990	76.7	NA
IT	1989	76.6	NA
IT	1988	76.2	NA
IT	1987	76.1	NA
IT	1986	75.6	NA
IT	1985	75.3	NA
IT	1984	NA	NA
IT	1983	NA	NA
IT	1982	NA	NA
IT	1981	NA	NA
IT	1980	NA	NA
IT	1979	NA	NA
IT	1978	NA	NA
IT	1977	NA	NA
IT	1976	NA	NA
IT	1975	NA	NA
IT	1974	NA	NA
IT	1973	NA	NA
IT	1972	NA	NA
IT	1971	NA	NA
IT	1970	NA	NA
IT	1969	NA	NA
IT	1968	NA	NA
IT	1967	NA	NA
IT	1966	NA	NA
IT	1965	NA	NA
IT	1964	NA	NA
IT	1963	NA	NA
IT	1962	NA	NA
IT	1961	NA	NA
IT	1960	NA	NA
LI	2018	NA	NA
LI	2017	82.7	NA
LI	2016	81.5	NA
LI	2015	82.2	NA
LI	2014	81.4	NA
LI	2013	81.9	NA
LI	2012	82.2	NA
LI	2011	81.2	NA
LI	2010	81	NA
LI	2009	80.9	NA
LI	2008	81.9	NA
LI	2007	80.4	NA
LI	2006	80.5	NA
LI	2005	79.9	NA
LI	2004	81.2	NA
LI	2003	79.3	NA
LI	2002	79	NA
LI	2001	78.3	NA
LI	2000	76.8	NA
LI	1999	79.1	NA
LI	1998	77.5	NA
LI	1997	76.8	NA
LI	1996	76.3	NA
LI	1995	76.5	NA
LI	1994	78.1	NA
LI	1993	NA	NA
LI	1992	NA	NA
LI	1991	NA	NA
LI	1990	NA	NA
LI	1989	NA	NA
LI	1988	NA	NA
LI	1987	NA	NA
LI	1986	NA	NA
LI	1985	NA	NA
LI	1984	NA	NA
LI	1983	NA	NA
LI	1982	NA	NA
LI	1981	NA	NA
LI	1980	NA	NA
LI	1979	NA	NA
LI	1978	NA	NA
LI	1977	NA	NA
LI	1976	NA	NA
LI	1975	NA	NA
LI	1974	NA	NA
LI	1973	NA	NA
LI	1972	NA	NA
LI	1971	NA	NA
LI	1970	NA	NA
LI	1969	NA	NA
LI	1968	NA	NA
LI	1967	NA	NA
LI	1966	NA	NA
LI	1965	NA	NA
LI	1964	NA	NA
LI	1963	NA	NA
LI	1962	NA	NA
LI	1961	NA	NA
LI	1960	NA	NA
LT	2018	NA	13310
LT	2017	75	12720
LT	2016	74.3	12040
LT	2015	73.9	11590
LT	2014	74	11250
LT	2013	73.4	10780
LT	2012	73.4	10300
LT	2011	73.1	9790
LT	2010	72.6	9030
LT	2009	72.4	8710
LT	2008	71.1	10110
LT	2007	70.2	9750
LT	2006	70.5	8670
LT	2005	70.7	7950
LT	2004	71.5	7260
LT	2003	71.5	6740
LT	2002	71.3	6050
LT	2001	71.2	5620
LT	2000	71.7	5230
LT	1999	71.4	NA
LT	1998	71	NA
LT	1997	70.8	NA
LT	1996	70	NA
LT	1995	68.9	NA
LT	1994	68.5	NA
LT	1993	69	NA
LT	1992	70.6	NA
LT	1991	70.6	NA
LT	1990	71.2	NA
LT	1989	71.5	NA
LT	1988	71.9	NA
LT	1987	72	NA
LT	1986	72.1	NA
LT	1985	70.6	NA
LT	1984	70.3	NA
LT	1983	70.8	NA
LT	1982	70.9	NA
LT	1981	70.6	NA
LT	1980	70.6	NA
LT	1979	70.8	NA
LT	1978	71.1	NA
LT	1977	71.2	NA
LT	1976	71.4	NA
LT	1975	71.5	NA
LT	1974	71.9	NA
LT	1973	71.8	NA
LT	1972	71.5	NA
LT	1971	72.1	NA
LT	1970	71.5	NA
LT	1969	NA	NA
LT	1968	NA	NA
LT	1967	NA	NA
LT	1966	NA	NA
LT	1965	NA	NA
LT	1964	NA	NA
LT	1963	NA	NA
LT	1962	NA	NA
LT	1961	NA	NA
LT	1960	NA	NA
LU	2018	NA	83470
LU	2017	81.4	82550
LU	2016	82	82880
LU	2015	81.6	81300
LU	2014	81.5	79490
LU	2013	81.2	78030
LU	2012	80.7	77240
LU	2011	80.4	79310
LU	2010	80.1	79160
LU	2009	80	76900
LU	2008	79.8	81880
LU	2007	78.7	84420
LU	2006	78.6	79190
LU	2005	78.8	76460
LU	2004	78.6	75270
LU	2003	77.2	73650
LU	2002	77.5	73380
LU	2001	77.5	71440
LU	2000	77.4	70460
LU	1999	77.4	NA
LU	1998	76.7	NA
LU	1997	76.5	NA
LU	1996	76.2	NA
LU	1995	76.2	NA
LU	1994	76.1	NA
LU	1993	75.4	NA
LU	1992	75	NA
LU	1991	75.4	NA
LU	1990	75.2	NA
LU	1989	74.6	NA
LU	1988	74.7	NA
LU	1987	74	NA
LU	1986	74.3	NA
LU	1985	73.5	NA
LU	1984	73.2	NA
LU	1983	73.3	NA
LU	1982	72.5	NA
LU	1981	72.6	NA
LU	1980	72.7	NA
LU	1979	72.7	NA
LU	1978	71.8	NA
LU	1977	71.9	NA
LU	1976	71	NA
LU	1975	70.8	NA
LU	1974	70.7	NA
LU	1973	70.7	NA
LU	1972	70.8	NA
LU	1971	70.1	NA
LU	1970	NA	NA
LU	1969	NA	NA
LU	1968	NA	NA
LU	1967	NA	NA
LU	1966	NA	NA
LU	1965	NA	NA
LU	1964	NA	NA
LU	1963	NA	NA
LU	1962	NA	NA
LU	1961	NA	NA
LU	1960	NA	NA
LV	2018	NA	12140
LV	2017	74.2	11560
LV	2016	74.1	11030
LV	2015	74.1	10740
LV	2014	73.7	10310
LV	2013	73.7	10030
LV	2012	73.6	9700
LV	2011	73.4	9200
LV	2010	72.5	8500
LV	2009	72.3	8710
LV	2008	71.6	9990
LV	2007	70.4	10220
LV	2006	70.1	9220
LV	2005	70.2	8170
LV	2004	70.6	7290
LV	2003	70.3	6660
LV	2002	69.9	6080
LV	2001	NA	5610
LV	2000	NA	5210
LV	1999	NA	NA
LV	1998	NA	NA
LV	1997	NA	NA
LV	1996	NA	NA
LV	1995	NA	NA
LV	1994	NA	NA
LV	1993	NA	NA
LV	1992	NA	NA
LV	1991	NA	NA
LV	1990	NA	NA
LV	1989	NA	NA
LV	1988	NA	NA
LV	1987	NA	NA
LV	1986	NA	NA
LV	1985	NA	NA
LV	1984	NA	NA
LV	1983	NA	NA
LV	1982	NA	NA
LV	1981	NA	NA
LV	1980	NA	NA
LV	1979	NA	NA
LV	1978	NA	NA
LV	1977	NA	NA
LV	1976	NA	NA
LV	1975	NA	NA
LV	1974	NA	NA
LV	1973	NA	NA
LV	1972	NA	NA
LV	1971	NA	NA
LV	1970	NA	NA
LV	1969	NA	NA
LV	1968	NA	NA
LV	1967	NA	NA
LV	1966	NA	NA
LV	1965	NA	NA
LV	1964	NA	NA
LV	1963	NA	NA
LV	1962	NA	NA
LV	1961	NA	NA
LV	1960	NA	NA
MD	2018	NA	NA
MD	2017	NA	NA
MD	2016	NA	NA
MD	2015	NA	NA
MD	2014	NA	NA
MD	2013	NA	NA
MD	2012	70.7	NA
MD	2011	70.7	NA
MD	2010	69	NA
MD	2009	69.3	NA
MD	2008	69.2	NA
MD	2007	68.7	NA
MD	2006	68.3	NA
MD	2005	NA	NA
MD	2004	NA	NA
MD	2003	NA	NA
MD	2002	NA	NA
MD	2001	NA	NA
MD	2000	NA	NA
MD	1999	NA	NA
MD	1998	NA	NA
MD	1997	NA	NA
MD	1996	NA	NA
MD	1995	NA	NA
MD	1994	NA	NA
MD	1993	NA	NA
MD	1992	NA	NA
MD	1991	NA	NA
MD	1990	NA	NA
MD	1989	NA	NA
MD	1988	NA	NA
MD	1987	NA	NA
MD	1986	NA	NA
MD	1985	NA	NA
MD	1984	NA	NA
MD	1983	NA	NA
MD	1982	NA	NA
MD	1981	NA	NA
MD	1980	NA	NA
MD	1979	NA	NA
MD	1978	NA	NA
MD	1977	NA	NA
MD	1976	NA	NA
MD	1975	NA	NA
MD	1974	NA	NA
MD	1973	NA	NA
MD	1972	NA	NA
MD	1971	NA	NA
MD	1970	NA	NA
MD	1969	NA	NA
MD	1968	NA	NA
MD	1967	NA	NA
MD	1966	NA	NA
MD	1965	NA	NA
MD	1964	NA	NA
MD	1963	NA	NA
MD	1962	NA	NA
MD	1961	NA	NA
MD	1960	NA	NA
ME	2018	NA	6230
ME	2017	75.7	5920
ME	2016	75.8	5660
ME	2015	75.7	5500
ME	2014	75.9	5320
ME	2013	75.8	5230
ME	2012	75.6	5060
ME	2011	75.4	5200
ME	2010	75.5	5050
ME	2009	74.6	4920
ME	2008	74.7	5230
ME	2007	74	4890
ME	2006	73.7	NA
ME	2005	73.6	NA
ME	2004	NA	NA
ME	2003	NA	NA
ME	2002	NA	NA
ME	2001	NA	NA
ME	2000	NA	NA
ME	1999	NA	NA
ME	1998	NA	NA
ME	1997	NA	NA
ME	1996	NA	NA
ME	1995	NA	NA
ME	1994	NA	NA
ME	1993	NA	NA
ME	1992	NA	NA
ME	1991	NA	NA
ME	1990	NA	NA
ME	1989	NA	NA
ME	1988	NA	NA
ME	1987	NA	NA
ME	1986	NA	NA
ME	1985	NA	NA
ME	1984	NA	NA
ME	1983	NA	NA
ME	1982	NA	NA
ME	1981	NA	NA
ME	1980	NA	NA
ME	1979	NA	NA
ME	1978	NA	NA
ME	1977	NA	NA
ME	1976	NA	NA
ME	1975	NA	NA
ME	1974	NA	NA
ME	1973	NA	NA
ME	1972	NA	NA
ME	1971	NA	NA
ME	1970	NA	NA
ME	1969	NA	NA
ME	1968	NA	NA
ME	1967	NA	NA
ME	1966	NA	NA
ME	1965	NA	NA
ME	1964	NA	NA
ME	1963	NA	NA
ME	1962	NA	NA
ME	1961	NA	NA
ME	1960	NA	NA
MK	2018	NA	NA
MK	2017	75.7	4020
MK	2016	75.3	3980
MK	2015	75.1	3870
MK	2014	75.2	3740
MK	2013	75.2	3610
MK	2012	74.7	3510
MK	2011	74.7	3530
MK	2010	74.6	3460
MK	2009	74.3	3350
MK	2008	74.2	3370
MK	2007	73.5	3200
MK	2006	73.8	3010
MK	2005	73.7	2870
MK	2004	73.6	2750
MK	2003	73.2	2630
MK	2002	72.9	2580
MK	2001	73.4	2530
MK	2000	73	2620
MK	1999	73	NA
MK	1998	72.6	NA
MK	1997	72.7	NA
MK	1996	72.7	NA
MK	1995	72.5	NA
MK	1994	72.5	NA
MK	1993	NA	NA
MK	1992	NA	NA
MK	1991	NA	NA
MK	1990	NA	NA
MK	1989	NA	NA
MK	1988	NA	NA
MK	1987	NA	NA
MK	1986	NA	NA
MK	1985	NA	NA
MK	1984	NA	NA
MK	1983	NA	NA
MK	1982	NA	NA
MK	1981	NA	NA
MK	1980	NA	NA
MK	1979	NA	NA
MK	1978	NA	NA
MK	1977	NA	NA
MK	1976	NA	NA
MK	1975	NA	NA
MK	1974	NA	NA
MK	1973	NA	NA
MK	1972	NA	NA
MK	1971	NA	NA
MK	1970	NA	NA
MK	1969	NA	NA
MK	1968	NA	NA
MK	1967	NA	NA
MK	1966	NA	NA
MK	1965	NA	NA
MK	1964	NA	NA
MK	1963	NA	NA
MK	1962	NA	NA
MK	1961	NA	NA
MK	1960	NA	NA
MT	2018	NA	21670
MT	2017	81.9	20910
MT	2016	82.2	20190
MT	2015	81.5	19520
MT	2014	81.5	18030
MT	2013	81.4	16920
MT	2012	80.3	16370
MT	2011	80.4	16070
MT	2010	80.9	15920
MT	2009	79.8	15450
MT	2008	79.4	15960
MT	2007	79.5	15550
MT	2006	78.8	15000
MT	2005	78.9	14790
MT	2004	78.8	14340
MT	2003	78.1	14370
MT	2002	78.3	14110
MT	2001	78.2	13800
MT	2000	77.9	13830
MT	1999	77.2	NA
MT	1998	77.3	NA
MT	1997	77.4	NA
MT	1996	77.5	NA
MT	1995	77.2	NA
MT	1994	NA	NA
MT	1993	NA	NA
MT	1992	NA	NA
MT	1991	NA	NA
MT	1990	NA	NA
MT	1989	NA	NA
MT	1988	NA	NA
MT	1987	NA	NA
MT	1986	NA	NA
MT	1985	NA	NA
MT	1984	NA	NA
MT	1983	NA	NA
MT	1982	NA	NA
MT	1981	71.2	NA
