geo	year	lifeExp	gdpPercap
MT	1980	70.5	NA
MT	1979	71.6	NA
MT	1978	70.2	NA
MT	1977	71.5	NA
MT	1976	NA	NA
MT	1975	NA	NA
MT	1974	NA	NA
MT	1973	NA	NA
MT	1972	NA	NA
MT	1971	NA	NA
MT	1970	NA	NA
MT	1969	NA	NA
MT	1968	NA	NA
MT	1967	NA	NA
MT	1966	NA	NA
MT	1965	NA	NA
MT	1964	NA	NA
MT	1963	NA	NA
MT	1962	NA	NA
MT	1961	NA	NA
MT	1960	NA	NA
NL	2018	NA	41540
NL	2017	81.1	40730
NL	2016	81	39810
NL	2015	80.9	39170
NL	2014	81.1	38580
NL	2013	80.7	38180
NL	2012	80.5	38340
NL	2011	80.6	38880
NL	2010	80.3	38470
NL	2009	80.2	38160
NL	2008	79.8	39810
NL	2007	79.7	39120
NL	2006	79.3	37780
NL	2005	79	36570
NL	2004	78.7	35920
NL	2003	78.1	35350
NL	2002	77.8	35460
NL	2001	77.8	35610
NL	2000	77.6	35060
NL	1999	77.4	NA
NL	1998	77.5	NA
NL	1997	77.4	NA
NL	1996	77.1	NA
NL	1995	77	NA
NL	1994	77	NA
NL	1993	76.6	NA
NL	1992	76.9	NA
NL	1991	76.7	NA
NL	1990	76.6	NA
NL	1989	76.4	NA
NL	1988	76.6	NA
NL	1987	76.5	NA
NL	1986	76	NA
NL	1985	76.1	NA
NL	1984	NA	NA
NL	1983	NA	NA
NL	1982	NA	NA
NL	1981	NA	NA
NL	1980	NA	NA
NL	1979	NA	NA
NL	1978	NA	NA
NL	1977	NA	NA
NL	1976	NA	NA
NL	1975	NA	NA
NL	1974	NA	NA
NL	1973	NA	NA
NL	1972	NA	NA
NL	1971	NA	NA
NL	1970	NA	NA
NL	1969	NA	NA
NL	1968	NA	NA
NL	1967	NA	NA
NL	1966	NA	NA
NL	1965	NA	NA
NL	1964	NA	NA
NL	1963	NA	NA
NL	1962	NA	NA
NL	1961	NA	NA
NL	1960	NA	NA
NO	2018	NA	69530
NO	2017	81.9	69130
NO	2016	81.6	68090
NO	2015	81.5	67950
NO	2014	81.4	67340
NO	2013	81	66780
NO	2012	80.7	66900
NO	2011	80.6	66010
NO	2010	80.4	66220
NO	2009	80.3	66580
NO	2008	80.1	68610
NO	2007	79.9	69140
NO	2006	79.9	67830
NO	2005	79.6	66780
NO	2004	79.4	65510
NO	2003	78.9	63380
NO	2002	78.3	63190
NO	2001	78.3	62620
NO	2000	78.1	61660
NO	1999	77.7	NA
NO	1998	77.8	NA
NO	1997	77.6	NA
NO	1996	77.6	NA
NO	1995	77.2	NA
NO	1994	77.3	NA
NO	1993	76.6	NA
NO	1992	76.8	NA
NO	1991	76.6	NA
NO	1990	76.2	NA
NO	1989	76.2	NA
NO	1988	76	NA
NO	1987	75.8	NA
NO	1986	76	NA
NO	1985	75.7	NA
NO	1984	76	NA
NO	1983	75.8	NA
NO	1982	75.7	NA
NO	1981	75.5	NA
NO	1980	75.4	NA
NO	1979	75.2	NA
NO	1978	75.2	NA
NO	1977	75.2	NA
NO	1976	74.9	NA
NO	1975	74.7	NA
NO	1974	74.6	NA
NO	1973	74.4	NA
NO	1972	74.3	NA
NO	1971	74.2	NA
NO	1970	74.1	NA
NO	1969	73.8	NA
NO	1968	74	NA
NO	1967	74.2	NA
NO	1966	74.1	NA
NO	1965	74.1	NA
NO	1964	74	NA
NO	1963	73.4	NA
NO	1962	73.8	NA
NO	1961	73.9	NA
NO	1960	73.9	NA
PL	2018	NA	NA
PL	2017	77.2	11820
PL	2016	77.3	11260
PL	2015	76.9	10920
PL	2014	77.1	10510
PL	2013	76.5	10170
PL	2012	76.2	10020
PL	2011	76.2	9860
PL	2010	75.8	9390
PL	2009	75.3	9070
PL	2008	75.1	8910
PL	2007	74.8	8550
PL	2006	74.8	7980
PL	2005	74.5	7510
PL	2004	74.4	7250
PL	2003	74.2	6900
PL	2002	74.1	6650
PL	2001	73.8	6520
PL	2000	73.4	6440
PL	1999	72.8	NA
PL	1998	72.8	NA
PL	1997	72.4	NA
PL	1996	72.2	NA
PL	1995	71.9	NA
PL	1994	71.8	NA
PL	1993	71.6	NA
PL	1992	71.2	NA
PL	1991	70.7	NA
PL	1990	71.1	NA
PL	1989	NA	NA
PL	1988	NA	NA
PL	1987	NA	NA
PL	1986	NA	NA
PL	1985	NA	NA
PL	1984	NA	NA
PL	1983	NA	NA
PL	1982	NA	NA
PL	1981	NA	NA
PL	1980	NA	NA
PL	1979	NA	NA
PL	1978	NA	NA
PL	1977	NA	NA
PL	1976	NA	NA
PL	1975	NA	NA
PL	1974	NA	NA
PL	1973	NA	NA
PL	1972	NA	NA
PL	1971	NA	NA
PL	1970	NA	NA
PL	1969	NA	NA
PL	1968	NA	NA
PL	1967	NA	NA
PL	1966	NA	NA
PL	1965	NA	NA
PL	1964	NA	NA
PL	1963	NA	NA
PL	1962	NA	NA
PL	1961	NA	NA
PL	1960	NA	NA
PT	2018	NA	18150
PT	2017	80.8	17650
PT	2016	80.6	17010
PT	2015	80.5	16620
PT	2014	80.6	16260
PT	2013	80.1	16050
PT	2012	79.8	16110
PT	2011	79.9	16720
PT	2010	79.3	16990
PT	2009	79	16710
PT	2008	78.8	17260
PT	2007	78.5	17230
PT	2006	78.3	16840
PT	2005	77.5	16600
PT	2004	77.7	16500
PT	2003	76.8	16250
PT	2002	76.8	16470
PT	2001	76.6	16430
PT	2000	76.3	16230
PT	1999	75.7	NA
PT	1998	75.5	NA
PT	1997	75.3	NA
PT	1996	74.8	NA
PT	1995	74.9	NA
PT	1994	75.1	NA
PT	1993	74.2	NA
PT	1992	74.4	NA
PT	1991	73.9	NA
PT	1990	73.9	NA
PT	1989	74.3	NA
PT	1988	73.8	NA
PT	1987	73.9	NA
PT	1986	73.6	NA
PT	1985	73.2	NA
PT	1984	72.9	NA
PT	1983	72.8	NA
PT	1982	73	NA
PT	1981	72.4	NA
PT	1980	72.3	NA
PT	1979	72.2	NA
PT	1978	71.6	NA
PT	1977	71.3	NA
PT	1976	70.4	NA
PT	1975	70.2	NA
PT	1974	69.9	NA
PT	1973	69.8	NA
PT	1972	70.4	NA
PT	1971	69.4	NA
PT	1970	70.2	NA
PT	1969	69.1	NA
PT	1968	69.8	NA
PT	1967	69.4	NA
PT	1966	68.9	NA
PT	1965	69.4	NA
PT	1964	69	NA
PT	1963	68.9	NA
PT	1962	68.8	NA
PT	1961	68.1	NA
PT	1960	68.7	NA
RO	2018	NA	8740
RO	2017	74.8	8320
RO	2016	74.8	7720
RO	2015	74.5	7320
RO	2014	74.6	7020
RO	2013	74.8	6760
RO	2012	74.2	6510
RO	2011	74.2	6350
RO	2010	73.5	6190
RO	2009	73.5	6410
RO	2008	73.4	6730
RO	2007	73	6050
RO	2006	72.5	5560
RO	2005	72	5120
RO	2004	71.6	4860
RO	2003	71.2	4370
RO	2002	71.1	4250
RO	2001	71.4	NA
RO	2000	71.5	NA
RO	1999	70.9	NA
RO	1998	70.4	NA
RO	1997	69.7	NA
RO	1996	69.4	NA
RO	1995	69.8	NA
RO	1994	70	NA
RO	1993	70.2	NA
RO	1992	70.2	NA
RO	1991	70.6	NA
RO	1990	70.6	NA
RO	1989	70.5	NA
RO	1988	70.2	NA
RO	1987	70.1	NA
RO	1986	70.4	NA
RO	1985	70.2	NA
RO	1984	70.6	NA
RO	1983	70.4	NA
RO	1982	70.7	NA
RO	1981	70.5	NA
RO	1980	70.3	NA
RO	1979	70.7	NA
RO	1978	71	NA
RO	1977	71	NA
RO	1976	71.2	NA
RO	1975	71.3	NA
RO	1974	71.3	NA
RO	1973	70.5	NA
RO	1972	71	NA
RO	1971	70.6	NA
RO	1970	70.5	NA
RO	1969	70.1	NA
RO	1968	71.1	NA
RO	1967	NA	NA
RO	1966	NA	NA
RO	1965	NA	NA
RO	1964	NA	NA
RO	1963	NA	NA
RO	1962	NA	NA
RO	1961	NA	NA
RO	1960	NA	NA
RS	2018	NA	5190
RS	2017	75	4950
RS	2016	75.2	4820
RS	2015	74.7	4640
RS	2014	74.8	4540
RS	2013	74.7	4590
RS	2012	74.4	4440
RS	2011	74.1	4450
RS	2010	73.9	4330
RS	2009	73.6	4280
RS	2008	73.4	4380
RS	2007	73.2	4130
RS	2006	73	3860
RS	2005	72.4	3660
RS	2004	72.3	3460
RS	2003	72.2	3160
RS	2002	72.1	3020
RS	2001	72.1	2840
RS	2000	71.4	2650
RS	1999	NA	NA
RS	1998	NA	NA
RS	1997	NA	NA
RS	1996	NA	NA
RS	1995	NA	NA
RS	1994	NA	NA
RS	1993	NA	NA
RS	1992	NA	NA
RS	1991	NA	NA
RS	1990	NA	NA
RS	1989	NA	NA
RS	1988	NA	NA
RS	1987	NA	NA
RS	1986	NA	NA
RS	1985	NA	NA
RS	1984	NA	NA
RS	1983	NA	NA
RS	1982	NA	NA
RS	1981	NA	NA
RS	1980	NA	NA
RS	1979	NA	NA
RS	1978	NA	NA
RS	1977	NA	NA
RS	1976	NA	NA
RS	1975	NA	NA
RS	1974	NA	NA
RS	1973	NA	NA
RS	1972	NA	NA
RS	1971	NA	NA
RS	1970	NA	NA
RS	1969	NA	NA
RS	1968	NA	NA
RS	1967	NA	NA
RS	1966	NA	NA
RS	1965	NA	NA
RS	1964	NA	NA
RS	1963	NA	NA
RS	1962	NA	NA
RS	1961	NA	NA
RS	1960	NA	NA
RU	2018	NA	NA
RU	2017	NA	NA
RU	2016	NA	NA
RU	2015	NA	NA
RU	2014	NA	NA
RU	2013	NA	NA
RU	2012	NA	NA
RU	2011	NA	NA
RU	2010	68.5	NA
RU	2009	68.3	NA
RU	2008	67.5	NA
RU	2007	67.2	NA
RU	2006	66.3	NA
RU	2005	NA	NA
RU	2004	NA	NA
RU	2003	NA	NA
RU	2002	NA	NA
RU	2001	NA	NA
RU	2000	NA	NA
RU	1999	NA	NA
RU	1998	NA	NA
RU	1997	NA	NA
RU	1996	NA	NA
RU	1995	NA	NA
RU	1994	NA	NA
RU	1993	NA	NA
RU	1992	NA	NA
RU	1991	NA	NA
RU	1990	NA	NA
RU	1989	NA	NA
RU	1988	NA	NA
RU	1987	NA	NA
RU	1986	NA	NA
RU	1985	NA	NA
RU	1984	NA	NA
RU	1983	NA	NA
RU	1982	NA	NA
RU	1981	NA	NA
RU	1980	NA	NA
RU	1979	NA	NA
RU	1978	NA	NA
RU	1977	NA	NA
RU	1976	NA	NA
RU	1975	NA	NA
RU	1974	NA	NA
RU	1973	NA	NA
RU	1972	NA	NA
RU	1971	NA	NA
RU	1970	NA	NA
RU	1969	NA	NA
RU	1968	NA	NA
RU	1967	NA	NA
RU	1966	NA	NA
RU	1965	NA	NA
RU	1964	NA	NA
RU	1963	NA	NA
RU	1962	NA	NA
RU	1961	NA	NA
RU	1960	NA	NA
SE	2018	NA	43810
SE	2017	81.7	43350
SE	2016	81.6	42910
SE	2015	81.4	42430
SE	2014	81.5	41060
SE	2013	81.2	40360
SE	2012	81	40270
SE	2011	81	40820
SE	2010	80.9	39920
SE	2009	80.7	37910
SE	2008	80.5	39930
SE	2007	80.3	40340
SE	2006	80.2	39290
SE	2005	79.9	37770
SE	2004	79.9	36860
SE	2003	79.5	35470
SE	2002	79.3	34820
SE	2001	79.2	34180
SE	2000	79	33780
SE	1999	78.9	NA
SE	1998	78.8	NA
SE	1997	78.7	NA
SE	1996	78.5	NA
SE	1995	78.3	NA
SE	1994	78.2	NA
SE	1993	77.6	NA
SE	1992	77.6	NA
SE	1991	77.3	NA
SE	1990	77.2	NA
SE	1989	77.2	NA
SE	1988	76.5	NA
SE	1987	76.7	NA
SE	1986	76.5	NA
SE	1985	76.3	NA
SE	1984	76.4	NA
SE	1983	76.2	NA
SE	1982	76	NA
SE	1981	75.6	NA
SE	1980	75.3	NA
SE	1979	75.2	NA
SE	1978	75.1	NA
SE	1977	75.1	NA
SE	1976	74.6	NA
SE	1975	74.7	NA
SE	1974	74.7	NA
SE	1973	74.6	NA
SE	1972	74.6	NA
SE	1971	74.5	NA
SE	1970	74.6	NA
SE	1969	74	NA
SE	1968	74	NA
SE	1967	NA	NA
SE	1966	NA	NA
SE	1965	NA	NA
SE	1964	NA	NA
SE	1963	NA	NA
SE	1962	NA	NA
SE	1961	NA	NA
SE	1960	NA	NA
SI	2018	NA	20170
SI	2017	80.4	19430
SI	2016	80.4	18540
SI	2015	80	17990
SI	2014	80.4	17620
SI	2013	79.7	17160
SI	2012	79.4	17360
SI	2011	79.4	17870
SI	2010	79	17750
SI	2009	78.5	17570
SI	2008	78.3	19190
SI	2007	77.6	18570
SI	2006	77.5	17460
SI	2005	76.8	16570
SI	2004	76.5	15990
SI	2003	75.7	15330
SI	2002	75.9	14900
SI	2001	75.7	14410
SI	2000	75.5	13980
SI	1999	75	NA
SI	1998	74.7	NA
SI	1997	74.6	NA
SI	1996	74.5	NA
SI	1995	74.1	NA
SI	1994	73.5	NA
SI	1993	73.1	NA
SI	1992	73.3	NA
SI	1991	73.2	NA
SI	1990	73.5	NA
SI	1989	73.1	NA
SI	1988	72.8	NA
SI	1987	72.2	NA
SI	1986	72.4	NA
SI	1985	71.9	NA
SI	1984	71.4	NA
SI	1983	71	NA
SI	1982	71.2	NA
SI	1981	NA	NA
SI	1980	NA	NA
SI	1979	NA	NA
SI	1978	NA	NA
SI	1977	NA	NA
SI	1976	NA	NA
SI	1975	NA	NA
SI	1974	NA	NA
SI	1973	NA	NA
SI	1972	NA	NA
SI	1971	NA	NA
SI	1970	NA	NA
SI	1969	NA	NA
SI	1968	NA	NA
SI	1967	NA	NA
SI	1966	NA	NA
SI	1965	NA	NA
SI	1964	NA	NA
SI	1963	NA	NA
SI	1962	NA	NA
SI	1961	NA	NA
SI	1960	NA	NA
SK	2018	NA	15560
SK	2017	76.7	14970
SK	2016	76.7	14550
SK	2015	76.1	14270
SK	2014	76.4	13620
SK	2013	76	13270
SK	2012	75.7	13200
SK	2011	75.5	12980
SK	2010	75	12540
SK	2009	74.8	11890
SK	2008	74.4	12600
SK	2007	74	11960
SK	2006	73.9	10800
SK	2005	73.7	9960
SK	2004	73.7	9350
SK	2003	73.4	8890
SK	2002	73.3	8420
SK	2001	73.1	8060
SK	2000	72.9	7780
SK	1999	72.8	NA
SK	1998	72.4	NA
SK	1997	72.5	NA
SK	1996	72.7	NA
SK	1995	72.2	NA
SK	1994	72.2	NA
SK	1993	71.7	NA
SK	1992	71.4	NA
SK	1991	71	NA
SK	1990	70.9	NA
SK	1989	71.1	NA
SK	1988	71.3	NA
SK	1987	71.3	NA
SK	1986	71.1	NA
SK	1985	71	NA
SK	1984	71.1	NA
SK	1983	70.8	NA
SK	1982	71.2	NA
SK	1981	71.1	NA
SK	1980	70.9	NA
SK	1979	71.3	NA
SK	1978	71	NA
SK	1977	71	NA
SK	1976	71.3	NA
SK	1975	71	NA
SK	1974	70.9	NA
SK	1973	70.9	NA
SK	1972	71.2	NA
SK	1971	70.6	NA
SK	1970	70.6	NA
SK	1969	70.9	NA
SK	1968	71.3	NA
SK	1967	71.9	NA
SK	1966	71.5	NA
SK	1965	71.4	NA
SK	1964	72.1	NA
SK	1963	71.7	NA
SK	1962	71.2	NA
SK	1961	71.9	NA
SK	1960	71.4	NA
SM	2018	NA	NA
SM	2017	NA	NA
SM	2016	NA	NA
SM	2015	NA	NA
SM	2014	NA	NA
SM	2013	NA	NA
SM	2012	84.6	NA
SM	2011	NA	NA
SM	2010	NA	NA
SM	2009	NA	NA
SM	2008	NA	NA
SM	2007	NA	NA
SM	2006	NA	NA
SM	2005	NA	NA
SM	2004	NA	NA
SM	2003	NA	NA
SM	2002	NA	NA
SM	2001	NA	NA
SM	2000	NA	NA
SM	1999	NA	NA
SM	1998	NA	NA
SM	1997	NA	NA
SM	1996	NA	NA
SM	1995	NA	NA
SM	1994	NA	NA
SM	1993	NA	NA
SM	1992	NA	NA
SM	1991	NA	NA
SM	1990	NA	NA
SM	1989	NA	NA
SM	1988	NA	NA
SM	1987	NA	NA
SM	1986	NA	NA
SM	1985	NA	NA
SM	1984	NA	NA
SM	1983	NA	NA
SM	1982	NA	NA
SM	1981	NA	NA
SM	1980	NA	NA
SM	1979	NA	NA
SM	1978	NA	NA
SM	1977	NA	NA
SM	1976	NA	NA
SM	1975	NA	NA
SM	1974	NA	NA
SM	1973	NA	NA
SM	1972	NA	NA
SM	1971	NA	NA
SM	1970	NA	NA
SM	1969	NA	NA
SM	1968	NA	NA
SM	1967	NA	NA
SM	1966	NA	NA
SM	1965	NA	NA
SM	1964	NA	NA
SM	1963	NA	NA
SM	1962	NA	NA
SM	1961	NA	NA
SM	1960	NA	NA
TR	2018	NA	NA
TR	2017	78.2	NA
TR	2016	77.9	NA
TR	2015	78	NA
TR	2014	78.1	NA
TR	2013	78.1	NA
TR	2012	77.6	NA
TR	2011	77	NA
TR	2010	76.8	NA
TR	2009	76.1	NA
TR	2008	NA	NA
TR	2007	NA	NA
TR	2006	NA	NA
TR	2005	NA	NA
TR	2004	NA	NA
TR	2003	NA	NA
TR	2002	NA	NA
TR	2001	NA	NA
TR	2000	NA	NA
TR	1999	NA	NA
TR	1998	NA	NA
TR	1997	NA	NA
TR	1996	NA	NA
TR	1995	NA	NA
TR	1994	NA	NA
TR	1993	NA	NA
TR	1992	NA	NA
TR	1991	NA	NA
TR	1990	NA	NA
TR	1989	NA	NA
TR	1988	NA	NA
TR	1987	NA	NA
TR	1986	NA	NA
TR	1985	NA	NA
TR	1984	NA	NA
TR	1983	NA	NA
TR	1982	NA	NA
TR	1981	NA	NA
TR	1980	NA	NA
TR	1979	NA	NA
TR	1978	NA	NA
TR	1977	NA	NA
TR	1976	NA	NA
TR	1975	NA	NA
TR	1974	NA	NA
TR	1973	NA	NA
TR	1972	NA	NA
TR	1971	NA	NA
TR	1970	NA	NA
TR	1969	NA	NA
TR	1968	NA	NA
TR	1967	NA	NA
TR	1966	NA	NA
TR	1965	NA	NA
TR	1964	NA	NA
TR	1963	NA	NA
TR	1962	NA	NA
TR	1961	NA	NA
TR	1960	NA	NA
UA	2018	NA	NA
UA	2017	72.8	NA
UA	2016	NA	NA
UA	2015	72.1	NA
UA	2014	71.3	NA
UA	2013	NA	NA
UA	2012	70.8	NA
UA	2011	70.7	NA
UA	2010	70	NA
UA	2009	NA	NA
UA	2008	67.7	NA
UA	2007	67.4	NA
UA	2006	67.6	NA
UA	2005	NA	NA
UA	2004	NA	NA
UA	2003	NA	NA
UA	2002	NA	NA
UA	2001	NA	NA
UA	2000	NA	NA
UA	1999	NA	NA
UA	1998	NA	NA
UA	1997	NA	NA
UA	1996	NA	NA
UA	1995	NA	NA
UA	1994	NA	NA
UA	1993	NA	NA
UA	1992	NA	NA
UA	1991	NA	NA
UA	1990	NA	NA
UA	1989	NA	NA
UA	1988	NA	NA
UA	1987	NA	NA
UA	1986	NA	NA
UA	1985	NA	NA
UA	1984	NA	NA
UA	1983	NA	NA
UA	1982	NA	NA
UA	1981	NA	NA
UA	1980	NA	NA
UA	1979	NA	NA
UA	1978	NA	NA
UA	1977	NA	NA
UA	1976	NA	NA
UA	1975	NA	NA
UA	1974	NA	NA
UA	1973	NA	NA
UA	1972	NA	NA
UA	1971	NA	NA
UA	1970	NA	NA
UA	1969	NA	NA
UA	1968	NA	NA
UA	1967	NA	NA
UA	1966	NA	NA
UA	1965	NA	NA
UA	1964	NA	NA
UA	1963	NA	NA
UA	1962	NA	NA
UA	1961	NA	NA
UA	1960	NA	NA
UK	2018	NA	32700
UK	2017	80.6	32460
UK	2016	80.6	32050
UK	2015	80.3	31700
UK	2014	80.7	31220
UK	2013	80.4	30660
UK	2012	80.3	30200
UK	2011	80.4	29960
UK	2010	80	29750
UK	2009	79.8	29420
UK	2008	79.2	30940
UK	2007	79.1	31280
UK	2006	78.9	30790
UK	2005	78.6	30160
UK	2004	78.4	29460
UK	2003	77.8	28920
UK	2002	77.7	28130
UK	2001	77.7	27610
UK	2000	77.4	26920
UK	1999	76.9	NA
UK	1998	76.8	NA
UK	1997	76.7	NA
UK	1996	76.4	NA
UK	1995	76.2	NA
UK	1994	76.3	NA
UK	1993	75.7	NA
UK	1992	NA	NA
UK	1991	NA	NA
UK	1990	NA	NA
UK	1989	NA	NA
UK	1988	NA	NA
UK	1987	NA	NA
UK	1986	NA	NA
UK	1985	NA	NA
UK	1984	NA	NA
UK	1983	NA	NA
UK	1982	NA	NA
UK	1981	NA	NA
UK	1980	NA	NA
UK	1979	NA	NA
UK	1978	NA	NA
UK	1977	NA	NA
UK	1976	NA	NA
UK	1975	NA	NA
UK	1974	NA	NA
UK	1973	NA	NA
UK	1972	NA	NA
UK	1971	NA	NA
UK	1970	NA	NA
UK	1969	NA	NA
UK	1968	NA	NA
UK	1967	NA	NA
UK	1966	NA	NA
UK	1965	NA	NA
UK	1964	NA	NA
UK	1963	NA	NA
UK	1962	NA	NA
UK	1961	NA	NA
UK	1960	NA	NA
XK	2018	NA	NA
XK	2017	NA	NA
XK	2016	78.1	NA
XK	2015	NA	NA
XK	2014	NA	NA
XK	2013	NA	NA
XK	2012	NA	NA
XK	2011	NA	NA
XK	2010	NA	NA
XK	2009	NA	NA
XK	2008	NA	NA
XK	2007	NA	NA
XK	2006	NA	NA
XK	2005	NA	NA
XK	2004	NA	NA
XK	2003	NA	NA
XK	2002	NA	NA
XK	2001	NA	NA
XK	2000	NA	NA
XK	1999	NA	NA
XK	1998	NA	NA
XK	1997	NA	NA
XK	1996	NA	NA
XK	1995	NA	NA
XK	1994	NA	NA
XK	1993	NA	NA
XK	1992	NA	NA
XK	1991	NA	NA
XK	1990	NA	NA
XK	1989	NA	NA
XK	1988	NA	NA
XK	1987	NA	NA
XK	1986	NA	NA
XK	1985	NA	NA
XK	1984	NA	NA
XK	1983	NA	NA
XK	1982	NA	NA
XK	1981	NA	NA
XK	1980	NA	NA
XK	1979	NA	NA
XK	1978	NA	NA
XK	1977	NA	NA
XK	1976	NA	NA
XK	1975	NA	NA
XK	1974	NA	NA
XK	1973	NA	NA
XK	1972	NA	NA
XK	1971	NA	NA
XK	1970	NA	NA
XK	1969	NA	NA
XK	1968	NA	NA
XK	1967	NA	NA
XK	1966	NA	NA
XK	1965	NA	NA
XK	1964	NA	NA
XK	1963	NA	NA
XK	1962	NA	NA
XK	1961	NA	NA
XK	1960	NA	NA
